kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI00733,2024-09,Surgery,Average Wait Time,0.505,0.906,rate,Declining,Above Industry Average
KPI00734,2024-09,Surgery,Patient Satisfaction Score,0.591,0.802,score,Volatile,At Industry Average
KPI00735,2024-09,Surgery,Equipment Utilization Rate,0.68,0.745,%,Stable,At Industry Average
KPI00736,2024-09,Surgery,Room Utilization Rate,0.656,0.919,USD,Stable,At Industry Average
KPI00737,2024-09,Surgery,Staff Productivity Score,0.767,0.863,count,Stable,At Industry Average
KPI00738,2024-09,Surgery,Appointment No-Show Rate,0.553,0.827,minutes,Volatile,Above Industry Average
KPI00739,2024-09,Surgery,Cost Per Patient,0.836,0.844,rate,Improving,Below Industry Average
KPI00740,2024-09,Surgery,Revenue Per Patient,0.587,0.921,%,Volatile,Below Industry Average
KPI00741,2024-09,Surgery,Treatment Success Rate,0.75,0.903,minutes,Volatile,Below Industry Average
KPI00742,2024-09,Surgery,Patient Throughput,,0.7,minutes,Improving,At Industry Average
KPI00743,2024-09,Surgery,Overtime Hours,0.199,0.801,USD,Declining,Above Industry Average
KPI00744,2024-09,Surgery,Staff Turnover Rate,0.847,0.858,rate,Stable,Below Industry Average
KPI00745,2024-09,Counseling,Average Wait Time,0.508,0.752,USD,Improving,Below Industry Average
KPI00746,2024-09,Counseling,Patient Satisfaction Score,0.807,0.86,score,Improving,Above Industry Average
KPI00747,2024-09,Counseling,Equipment Utilization Rate,0.835,0.928,score,Volatile,Below Industry Average
KPI00748,2024-09,Counseling,Room Utilization Rate,0.6,0.831,%,Improving,Below Industry Average
KPI00749,2024-09,Counseling,Staff Productivity Score,0.806,0.947,%,Declining,Above Industry Average
KPI00750,2024-09,Counseling,Appointment No-Show Rate,0.801,0.893,rate,Declining,Above Industry Average
KPI00751,2024-09,Counseling,Cost Per Patient,0.454,0.739,minutes,Stable,Below Industry Average
KPI00752,2024-09,Counseling,Revenue Per Patient,0.38,0.881,USD,Improving,Below Industry Average
KPI00753,2024-09,Counseling,Treatment Success Rate,0.798,0.908,%,Improving,At Industry Average
KPI00754,2024-09,Counseling,Patient Throughput,0.583,0.853,USD,Volatile,Below Industry Average
KPI00755,2024-09,Counseling,Overtime Hours,0.724,0.766,minutes,Volatile,Above Industry Average
KPI00756,2024-09,Counseling,Staff Turnover Rate,0.537,0.832,USD,Improving,Below Industry Average
KPI00757,2024-10,Reproductive Endocrinology,Average Wait Time,0.688,0.76,%,Improving,Above Industry Average
KPI00758,2024-10,Reproductive Endocrinology,Patient Satisfaction Score,0.643,0.888,rate,Stable,Below Industry Average
KPI00759,2024-10,Reproductive Endocrinology,Equipment Utilization Rate,0.594,0.808,score,Stable,Below Industry Average
KPI00760,2024-10,Reproductive Endocrinology,Room Utilization Rate,0.48,0.8,USD,Improving,Above Industry Average
KPI00761,2024-10,Reproductive Endocrinology,Staff Productivity Score,1.372,0.795,USD,Declining,Above Industry Average
KPI00762,2024-10,Reproductive Endocrinology,Appointment No-Show Rate,0.464,0.76,count,Declining,Above Industry Average
KPI00763,2024-10,Reproductive Endocrinology,Cost Per Patient,0.652,0.884,score,Stable,Above Industry Average
KPI00764,2024-10,Reproductive Endocrinology,Revenue Per Patient,0.864,0.905,USD,Improving,Below Industry Average
KPI00765,2024-10,Reproductive Endocrinology,Treatment Success Rate,0.684,0.877,score,Stable,At Industry Average
KPI00766,2024-10,Reproductive Endocrinology,Patient Throughput,0.518,0.798,USD,Volatile,At Industry Average
KPI00767,2024-10,Reproductive Endocrinology,Overtime Hours,0.749,0.716,%,Improving,Below Industry Average
KPI00768,2024-10,Reproductive Endocrinology,Staff Turnover Rate,0.458,0.807,count,Stable,Above Industry Average
KPI00769,2024-10,Embryology Lab,Average Wait Time,0.593,0.757,USD,Stable,At Industry Average
KPI00770,2024-10,Embryology Lab,Patient Satisfaction Score,0.511,0.72,%,Stable,Below Industry Average
KPI00771,2024-10,Embryology Lab,Equipment Utilization Rate,0.799,0.854,rate,Volatile,Above Industry Average
KPI00772,2024-10,Embryology Lab,Room Utilization Rate,0.767,0.72,minutes,Declining,At Industry Average
KPI00773,2024-10,Embryology Lab,Staff Productivity Score,0.521,0.892,USD,Improving,Below Industry Average
KPI00774,2024-10,Embryology Lab,Appointment No-Show Rate,0.706,0.819,minutes,Declining,At Industry Average
KPI00775,2024-10,Embryology Lab,Cost Per Patient,,0.827,score,Improving,Above Industry Average
KPI00776,2024-10,Embryology Lab,Revenue Per Patient,0.537,0.848,minutes,Volatile,Below Industry Average
KPI00777,2024-10,Embryology Lab,Treatment Success Rate,0.54,0.88,minutes,Declining,At Industry Average
KPI00778,2024-10,Embryology Lab,Patient Throughput,0.646,0.741,minutes,Declining,Above Industry Average
KPI00779,2024-10,Embryology Lab,Overtime Hours,0.714,0.834,rate,Volatile,Below Industry Average
KPI00780,2024-10,Embryology Lab,Staff Turnover Rate,0.457,0.932,minutes,Declining,Below Industry Average
KPI00781,2024-10,Andrology,Average Wait Time,0.603,0.733,%,Volatile,Below Industry Average
KPI00782,2024-10,Andrology,Patient Satisfaction Score,0.849,0.747,USD,Declining,Below Industry Average
KPI00783,2024-10,Andrology,Equipment Utilization Rate,0.591,0.74,%,Volatile,Below Industry Average
KPI00784,2024-10,Andrology,Room Utilization Rate,0.835,0.862,rate,Improving,Above Industry Average
KPI00785,2024-10,Andrology,Staff Productivity Score,0.57,0.779,rate,Volatile,Above Industry Average
KPI00786,2024-10,Andrology,Appointment No-Show Rate,0.752,0.911,minutes,Stable,Above Industry Average
KPI00787,2024-10,Andrology,Cost Per Patient,0.469,0.925,minutes,Declining,At Industry Average
KPI00788,2024-10,Andrology,Revenue Per Patient,0.71,0.894,minutes,Improving,Below Industry Average
KPI00789,2024-10,Andrology,Treatment Success Rate,0.526,0.925,rate,Declining,At Industry Average
KPI00790,2024-10,Andrology,Patient Throughput,1.132,0.763,minutes,Stable,Below Industry Average
KPI00791,2024-10,Andrology,Overtime Hours,0.567,0.756,rate,Declining,At Industry Average
KPI00792,2024-10,Andrology,Staff Turnover Rate,0.774,0.77,score,Volatile,Above Industry Average
KPI00793,2024-10,Nursing,Average Wait Time,0.724,0.721,minutes,Declining,At Industry Average
KPI00794,2024-10,Nursing,Patient Satisfaction Score,0.55,0.757,count,Declining,At Industry Average
KPI00795,2024-10,Nursing,Equipment Utilization Rate,0.63,0.916,rate,Stable,At Industry Average
KPI00796,2024-10,Nursing,Room Utilization Rate,0.77,0.834,USD,Volatile,Above Industry Average
KPI00797,2024-10,Nursing,Staff Productivity Score,0.728,0.827,%,Declining,At Industry Average
KPI00798,2024-10,Nursing,Appointment No-Show Rate,0.793,0.702,score,Stable,At Industry Average
KPI00799,2024-10,Nursing,Cost Per Patient,0.49,0.812,rate,Declining,At Industry Average
KPI00800,2024-10,Nursing,Revenue Per Patient,0.554,0.781,minutes,Declining,Below Industry Average
KPI00801,2024-10,Nursing,Treatment Success Rate,0.574,0.821,rate,Declining,Below Industry Average
KPI00802,2024-10,Nursing,Patient Throughput,0.827,0.834,%,Volatile,At Industry Average
KPI00803,2024-10,Nursing,Overtime Hours,0.732,0.941,score,Declining,Below Industry Average
KPI00804,2024-10,Nursing,Staff Turnover Rate,0.601,0.837,score,Improving,Above Industry Average
KPI00805,2024-10,Ultrasound,Average Wait Time,0.636,0.902,minutes,Stable,At Industry Average
KPI00806,2024-10,Ultrasound,Patient Satisfaction Score,0.615,0.838,count,Improving,Above Industry Average
KPI00807,2024-10,Ultrasound,Equipment Utilization Rate,0.738,0.705,USD,Declining,Below Industry Average
KPI00808,2024-10,Ultrasound,Room Utilization Rate,0.817,0.771,count,Declining,Above Industry Average
KPI00809,2024-10,Ultrasound,Staff Productivity Score,0.798,0.799,USD,Declining,Above Industry Average
KPI00810,2024-10,Ultrasound,Appointment No-Show Rate,,0.791,minutes,Improving,At Industry Average
KPI00811,2024-10,Ultrasound,Cost Per Patient,0.492,0.703,rate,Stable,At Industry Average
KPI00812,2024-10,Ultrasound,Revenue Per Patient,0.735,0.739,minutes,Improving,Below Industry Average
KPI00813,2024-10,Ultrasound,Treatment Success Rate,0.668,0.829,USD,Stable,At Industry Average
KPI00814,2024-10,Ultrasound,Patient Throughput,0.34,0.903,USD,Volatile,At Industry Average
KPI00815,2024-10,Ultrasound,Overtime Hours,0.509,0.89,USD,Volatile,At Industry Average
KPI00816,2024-10,Ultrasound,Staff Turnover Rate,1.131,0.815,rate,Volatile,At Industry Average
KPI00817,2024-10,Surgery,Average Wait Time,,0.755,count,Improving,Above Industry Average
KPI00818,2024-10,Surgery,Patient Satisfaction Score,0.286,0.708,score,Volatile,Above Industry Average
KPI00819,2024-10,Surgery,Equipment Utilization Rate,0.546,0.906,USD,Volatile,Above Industry Average
KPI00820,2024-10,Surgery,Room Utilization Rate,0.631,0.819,%,Volatile,At Industry Average
KPI00821,2024-10,Surgery,Staff Productivity Score,,0.782,%,Improving,Below Industry Average
KPI00822,2024-10,Surgery,Appointment No-Show Rate,0.527,0.727,USD,Volatile,At Industry Average
KPI00823,2024-10,Surgery,Cost Per Patient,0.516,0.863,minutes,Declining,Below Industry Average
KPI00824,2024-10,Surgery,Revenue Per Patient,0.825,0.717,minutes,Declining,Below Industry Average
KPI00825,2024-10,Surgery,Treatment Success Rate,0.834,0.923,rate,Stable,At Industry Average
KPI00826,2024-10,Surgery,Patient Throughput,0.808,0.872,rate,Volatile,Above Industry Average
KPI00827,2024-10,Surgery,Overtime Hours,0.242,0.75,score,Stable,Below Industry Average
KPI00828,2024-10,Surgery,Staff Turnover Rate,0.569,0.888,count,Improving,At Industry Average
KPI00829,2024-10,Counseling,Average Wait Time,0.794,0.748,rate,Stable,Above Industry Average
KPI00830,2024-10,Counseling,Patient Satisfaction Score,0.834,0.826,count,Declining,Below Industry Average
KPI00831,2024-10,Counseling,Equipment Utilization Rate,0.516,0.729,minutes,Improving,At Industry Average
KPI00832,2024-10,Counseling,Room Utilization Rate,0.759,0.866,minutes,Stable,Below Industry Average
KPI00833,2024-10,Counseling,Staff Productivity Score,0.563,0.944,%,Improving,At Industry Average
KPI00834,2024-10,Counseling,Appointment No-Show Rate,0.684,0.89,%,Declining,Below Industry Average
KPI00835,2024-10,Counseling,Cost Per Patient,,0.768,%,Improving,At Industry Average
KPI00836,2024-10,Counseling,Revenue Per Patient,0.459,0.799,minutes,Stable,Below Industry Average
KPI00837,2024-10,Counseling,Treatment Success Rate,0.538,0.935,count,Stable,Below Industry Average
KPI00838,2024-10,Counseling,Patient Throughput,0.543,0.919,rate,Volatile,Below Industry Average
KPI00839,2024-10,Counseling,Overtime Hours,0.48,0.831,USD,Stable,Below Industry Average
KPI00840,2024-10,Counseling,Staff Turnover Rate,0.544,0.712,score,Stable,Above Industry Average
KPI00841,2024-11,Reproductive Endocrinology,Average Wait Time,0.575,0.718,count,Stable,Below Industry Average
KPI00842,2024-11,Reproductive Endocrinology,Patient Satisfaction Score,0.634,0.763,rate,Stable,At Industry Average
KPI00843,2024-11,Reproductive Endocrinology,Equipment Utilization Rate,0.654,0.887,rate,Improving,Below Industry Average
KPI00844,2024-11,Reproductive Endocrinology,Room Utilization Rate,0.787,0.717,rate,Improving,At Industry Average
KPI00845,2024-11,Reproductive Endocrinology,Staff Productivity Score,0.584,0.739,%,Improving,Below Industry Average
KPI00846,2024-11,Reproductive Endocrinology,Appointment No-Show Rate,,0.922,minutes,Declining,Above Industry Average
KPI00847,2024-11,Reproductive Endocrinology,Cost Per Patient,0.767,0.926,%,Volatile,Above Industry Average
KPI00848,2024-11,Reproductive Endocrinology,Revenue Per Patient,0.702,0.824,score,Improving,Above Industry Average
KPI00849,2024-11,Reproductive Endocrinology,Treatment Success Rate,0.838,0.723,rate,Volatile,Above Industry Average
KPI00850,2024-11,Reproductive Endocrinology,Patient Throughput,0.989,0.909,%,Volatile,Above Industry Average
KPI00851,2024-11,Reproductive Endocrinology,Overtime Hours,0.552,0.849,%,Declining,Above Industry Average
KPI00852,2024-11,Reproductive Endocrinology,Staff Turnover Rate,1.776,0.877,%,Improving,Below Industry Average
KPI00853,2024-11,Embryology Lab,Average Wait Time,0.807,0.861,%,Volatile,Above Industry Average
KPI00854,2024-11,Embryology Lab,Patient Satisfaction Score,0.5,0.805,count,Volatile,At Industry Average
KPI00855,2024-11,Embryology Lab,Equipment Utilization Rate,0.506,0.839,minutes,Stable,Below Industry Average
KPI00856,2024-11,Embryology Lab,Room Utilization Rate,0.512,0.751,count,Improving,Above Industry Average
KPI00857,2024-11,Embryology Lab,Staff Productivity Score,0.842,0.821,%,Stable,Above Industry Average
KPI00858,2024-11,Embryology Lab,Appointment No-Show Rate,0.502,0.824,%,Volatile,Above Industry Average
KPI00859,2024-11,Embryology Lab,Cost Per Patient,1.286,0.746,rate,Stable,Below Industry Average
KPI00860,2024-11,Embryology Lab,Revenue Per Patient,0.505,0.755,%,Volatile,Above Industry Average
KPI00861,2024-11,Embryology Lab,Treatment Success Rate,0.859,0.885,USD,Volatile,Above Industry Average
KPI00862,2024-11,Embryology Lab,Patient Throughput,0.492,0.857,rate,Declining,Below Industry Average
KPI00863,2024-11,Embryology Lab,Overtime Hours,0.61,0.807,minutes,Declining,At Industry Average
KPI00864,2024-11,Embryology Lab,Staff Turnover Rate,0.825,0.834,count,Improving,Below Industry Average
KPI00865,2024-11,Andrology,Average Wait Time,0.778,0.937,minutes,Stable,Above Industry Average
KPI00866,2024-11,Andrology,Patient Satisfaction Score,0.723,0.863,%,Stable,At Industry Average
KPI00867,2024-11,Andrology,Equipment Utilization Rate,0.731,0.701,count,Improving,Above Industry Average
KPI00868,2024-11,Andrology,Room Utilization Rate,,0.755,USD,Volatile,Below Industry Average
KPI00869,2024-11,Andrology,Staff Productivity Score,0.722,0.944,count,Volatile,Above Industry Average
KPI00870,2024-11,Andrology,Appointment No-Show Rate,0.822,0.877,score,Stable,Below Industry Average
KPI00871,2024-11,Andrology,Cost Per Patient,0.518,0.821,score,Improving,Above Industry Average
KPI00872,2024-11,Andrology,Revenue Per Patient,0.585,0.875,%,Volatile,Below Industry Average
KPI00873,2024-11,Andrology,Treatment Success Rate,,0.945,rate,Volatile,Below Industry Average
KPI00874,2024-11,Andrology,Patient Throughput,0.508,0.81,count,Improving,Below Industry Average
KPI00875,2024-11,Andrology,Overtime Hours,0.799,0.905,score,Volatile,Below Industry Average
KPI00876,2024-11,Andrology,Staff Turnover Rate,0.767,0.821,minutes,Volatile,At Industry Average
KPI00877,2024-11,Nursing,Average Wait Time,0.75,0.911,score,Improving,Above Industry Average
KPI00878,2024-11,Nursing,Patient Satisfaction Score,0.766,0.862,minutes,Improving,Below Industry Average
KPI00879,2024-11,Nursing,Equipment Utilization Rate,0.774,0.822,minutes,Improving,Below Industry Average
KPI00880,2024-11,Nursing,Room Utilization Rate,0.69,0.741,rate,Improving,At Industry Average
KPI00881,2024-11,Nursing,Staff Productivity Score,0.674,0.73,rate,Improving,Below Industry Average
KPI00882,2024-11,Nursing,Appointment No-Show Rate,0.612,0.851,minutes,Improving,At Industry Average
KPI00883,2024-11,Nursing,Cost Per Patient,0.677,0.753,%,Volatile,At Industry Average
KPI00884,2024-11,Nursing,Revenue Per Patient,0.845,0.835,USD,Declining,At Industry Average
KPI00885,2024-11,Nursing,Treatment Success Rate,0.883,0.76,USD,Stable,At Industry Average
KPI00886,2024-11,Nursing,Patient Throughput,0.539,0.83,count,Volatile,Below Industry Average
KPI00887,2024-11,Nursing,Overtime Hours,0.786,0.77,minutes,Declining,Below Industry Average
KPI00888,2024-11,Nursing,Staff Turnover Rate,0.583,0.733,%,Volatile,Above Industry Average
KPI00889,2024-11,Ultrasound,Average Wait Time,0.64,0.761,rate,Stable,Above Industry Average
KPI00890,2024-11,Ultrasound,Patient Satisfaction Score,0.718,0.767,count,Improving,Below Industry Average
KPI00891,2024-11,Ultrasound,Equipment Utilization Rate,0.589,0.886,rate,Volatile,Below Industry Average
KPI00892,2024-11,Ultrasound,Room Utilization Rate,0.861,0.731,USD,Stable,At Industry Average
KPI00893,2024-11,Ultrasound,Staff Productivity Score,0.714,0.736,score,Declining,Below Industry Average
KPI00894,2024-11,Ultrasound,Appointment No-Show Rate,0.63,0.846,%,Stable,Above Industry Average
KPI00895,2024-11,Ultrasound,Cost Per Patient,0.488,0.927,%,Improving,Above Industry Average
KPI00896,2024-11,Ultrasound,Revenue Per Patient,0.565,0.893,%,Improving,Above Industry Average
KPI00897,2024-11,Ultrasound,Treatment Success Rate,0.835,0.931,%,Volatile,Above Industry Average
KPI00898,2024-11,Ultrasound,Patient Throughput,0.556,0.742,score,Improving,Above Industry Average
KPI00899,2024-11,Ultrasound,Overtime Hours,0.507,0.739,rate,Volatile,At Industry Average
KPI00900,2024-11,Ultrasound,Staff Turnover Rate,0.762,0.904,%,Volatile,At Industry Average
KPI00901,2024-11,Surgery,Average Wait Time,,0.757,rate,Declining,Above Industry Average
KPI00902,2024-11,Surgery,Patient Satisfaction Score,0.52,0.943,%,Volatile,Above Industry Average
KPI00903,2024-11,Surgery,Equipment Utilization Rate,0.59,0.761,minutes,Volatile,At Industry Average
KPI00904,2024-11,Surgery,Room Utilization Rate,0.484,0.879,%,Improving,At Industry Average
KPI00905,2024-11,Surgery,Staff Productivity Score,0.524,0.882,minutes,Declining,Below Industry Average
KPI00906,2024-11,Surgery,Appointment No-Show Rate,0.887,0.833,minutes,Declining,At Industry Average
KPI00907,2024-11,Surgery,Cost Per Patient,0.765,0.911,count,Volatile,Above Industry Average
KPI00908,2024-11,Surgery,Revenue Per Patient,0.864,0.76,minutes,Volatile,Above Industry Average
KPI00909,2024-11,Surgery,Treatment Success Rate,1.328,0.751,rate,Improving,Below Industry Average
KPI00910,2024-11,Surgery,Patient Throughput,0.87,0.931,minutes,Stable,Above Industry Average
